ID;Tweet;Keluhan;Respon;Bukan Keluhan/Respon;Kategori;Topik Umum; Topik Spesifik;Lokasi;Waktu 
6,87976E+17;RT @mazNOT: kalo parkir itu bagian @dishub_kotabdg. ada masalah di taman-nya baru @diskamtam:) RT @MRKFans @ensetya @ridwankamil https://t.…;;;l;l;Bukan Keluhan;-;-;-
6,87976E+17;RT @mazNOT: kalo parkir itu bagian @dishub_kotabdg. ada masalah di taman-nya baru @diskamtam:) RT @MRKFans @ensetya @ridwankamil https://t.…;;;l;l;Bukan Keluhan;-;-;-
6,87976E+17;RT @mazNOT: kalo parkir itu bagian @dishub_kotabdg. ada masalah di taman-nya baru @diskamtam:) RT @MRKFans @ensetya @ridwankamil https://t.…;;;l;l;Bukan Keluhan;-;-;-
6,87982E+17;RT @hero_bandung: yuk latian terus menerus meletakkan sampah di tempat sampah. jangan lagi nyampah disembarang tempat, @Satpolppbdg https:/…;;;l;l;Bukan Keluhan;-;-;-
6,87983E+17;RT @PRFMnews: 19.31 RT  @gandhibandung @dishub_kotabdg @ridwankamil @PRFMnew  parkir liar utara alun2,, https://t.co/24gF5qMxdx;k;;;k;Perhubungan;parkir sembarangan;Utara Alun-alun ;-
6,87987E+17;Bukan anak alay yang nginjek rumput ya pa😁✌ @ridwankamil  #latepost #gbla #persib #bandung https://t.co/YU20W7KiJh;;;l;l;Bidang Lainnya;-;-;-
6,87991E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 Pasukan Jurig Cai, pemeliharaan saluran jl Pagarsih (Ulekan) https:…;;;l;l;Bukan Keluhan;-;-;-
6,87991E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Perintis Kemerdekaan https://t.co/EcXqQY3OyU;;r;;r;Infrastruktur;lampu penerangan jalan umum;Jalan Perintis Kemerdekaan ;-
6,87991E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, pemasangan server lampu PJU jl Gedebage https://t.co/FSHhmOv0Ok;;r;;r;Infrastruktur;lampu penerangan jalan umum;Jalan Gedebage;-
6,87991E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, perbaikan lampu PJU jl Gedebage Selatan https://t.co/h2jppnT8XM;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Gedebage Selatan ;-
6,87993E+17;@dishub_kotabdg @ridwankamil @PRFMnews @tribunjabar gmn nih kok trafic light masih banyak yg pada mati,,,hadeuh,,jl cikawao, jl lodaya,,;k;;;k;Perhubungan;lampu lalu lintas;Jalan Cikawao, Jalan Lodaya;-
6,87993E+17;@dishub_kotabdg @ridwankamil @PRFMnews @tribunjabar mohon agar DENGAN SEGERA diperbaiki sebelum terjadi kecelakaan lalu lintas,,,vital;;;l;l;Bukan Keluhan;-;-;-
6,87996E+17;RT @soowooBDG: Apa betul reklame iklan rokok tdk diperbolehkan di Kota Bdg? Lokasi dpn Jl Surya Sumantri No. 1 @se_bdg @Satpolppbdg https:/…;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";reklame liar;Jalan Surya Sumanti No. 1;-
6,87997E+17;RT @soowooBDG: Apa betul reklame iklan rokok tdk diperbolehkan di Kota Bdg? Lokasi dpn Jl Surya Sumantri No. 1 @se_bdg @Satpolppbdg https:/…;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";reklame liar;Jalan Surya Sumanti No. 1;-
6,87998E+17;RT @soowooBDG: Apa betul reklame iklan rokok tdk diperbolehkan di Kota Bdg? Lokasi dpn Jl Surya Sumantri No. 1 @se_bdg @Satpolppbdg https:/…;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";reklame liar;Jalan Surya Sumanti No. 1;-
6,87998E+17;RT @PRFMnews: RT @Alkaryana @ridwankamil halte TMB di depan Stadion Persib (dll) ini jadi tempat tidur pemulung/gelandangan  https://t.co/z…;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";anak jalanan dan gelandangan pengemis;TMB depan Stasiun Persib ;-
6,88003E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC Tegallega, lanjutan pengerukan saluran jl Pasirkoja https://t.c…;;r;;r;Infrastruktur;drainase / gorong - gorong;Jalan Pasirkoja ;-
6,88003E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 Pasukan Jurig Cai, pemeliharaan saluran jl Pagarsih (Ulekan) https:…;;r;;r;Infrastruktur;drainase / gorong - gorong;Jalan Pagarsih ;-
6,88003E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, pemasangan server lampu PJU jl Terusan Buah Batu https://t.co/eHPtYfjw4r;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Terusan Buah Batu ;-
6,88004E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 Pasukan Jurig Cai, pemeliharaan saluran jl Pagarsih (Ulekan) https:…;;r;;r;Infrastruktur;drainase / gorong - gorong;Jalan Pagarsih ;-
6,88004E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 15/1 URC PJU, pemasangan server lampu PJU jl Terusan Buah Batu https://t…;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Terusan Buah Batu ;-
6,8801E+17;Laser hijau ahmad yani cicadas... 2 titik depan yonk jaya motor dan jembar @Satpolppbdg https://t.co/jrsgQoYHYo;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";gangguan ketertiban umum;Ahmad Yani Cicadas depan Yonk Jaya Motor dan Jembar;-
6,88013E+17;@ridwankamil kang punten di lampu merah cicaheum aya pengemis (anak punk)nu maksa ,teget na terutama ibu2. Punten di aman keun Cc satpol pp;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";anak jalanan dan gelandangan pengemis;lampu merah Cicaheum ;-
6,88017E+17;"@ridwankamil @PemumBdg Mari kita hindari pendirian bangunan utk kepentingan pribadi pada lahan terlantar&amp;fasos fasum https://t.co/rb4zr4UvDt";;;l;l;Bukan Keluhan;-;-;-
6,88017E+17;RT @KELGEGERKALONG: Kirmir Amrol di JL. Polisi Militer RW. 02 KPAD. Beresiko longsor susulan. Mohon bantuan @dbmpkotabdg @ridwankamil https…;k;;;k;Infrastruktur;kirmir ambruk ;Jalan Polisi Militer RW. 02 KPAD;-
6,88032E+17;@infobdg ini ngaku @Satpolppbdg dia minta setoran ke lapak kuliner sekitar telkom https://t.co/Ug4T1AGAjv;k;;;k;Bidang Lainnya;-;sekitar Telkom ;-
6,88035E+17;RT @TongkronganBDG: @infobdg ini ngaku @Satpolppbdg dia minta setoran ke lapak kuliner sekitar telkom https://t.co/Ug4T1AGAjv;k;;;k;Bidang Lainnya;-;sekitar Telkom ;-
6,88046E+17;@rancasari_OK @ridwankamil   petugas kebersihan rt/rw di tempat sy tidak mengambil sampah jika tidak setuju iuran 50rb/bln;k;;;k;Pengelolaan Sampah;petugas sampah ;-;-
6,88134E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 16/1 URC PJU, perbaikan lampu PJU jl Asia Afrika https://t.co/wHMurX1kOt;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Asia Afrika ;-
6,88134E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 16/1 URC PJU, perbaikan lampu PJU jl Ibrahim Adjie (2) https://t.co/6q4CrLeflI;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Ibrahim Adjie;-
6,88134E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 16/1 URC PJU, perbaikan lampu PJU jl Ibrahim Adjie (3) https://t.co/2b50SByBbp;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Ibrahim Adjie;-
6,88134E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 16/1 URC PJU, perbaikan lampu PJU jl Ibrahim Adjie (1) https://t.co/DcbrOY07OM;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Ibrahim Adjie;-
6,88142E+17;RT @toekang_sate: Pak @ridwankamil iyeu jalmi anu ngabalaan jalan di kota Bandung,ngabagikeun pamplet tapi di awur2 di jalan. https://t.co/…;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";buang sampah sembarangan;-;-
6,88147E+17;Ada pohon mangga besar di Jln.Anyer 25 Bdg, ditebang pemilik baru, kabarnya dgn menyuruh Satpol PP, Kumaha kang @ridwankamil @infobandung;k;;;k;Bidang Lainnya;-;Jalan Anyer 25;-
6,88157E+17;@diskamtam pagi, mau tanya untuk biaya pemasangan baliho biasanya berapa ya? Nuhun;;;l;l;Bukan Keluhan;-;-;-
6,8816E+17;Jalan babakan sari kalau sore sudah kayak kampung aja, byk preman, anak2 motoris pengacau, mohon ditertibkan @Satpolppbdg @infobdg #infobdg;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";gangguan ketertiban umum;Jalan Babakan Sari ;-
6,88164E+17;tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes;;;l;l;Bukan Keluhan;-;-;-
6,88167E+17;@dbmpkotabdg mohon dicek apakah bbrp bangunan sempadan sungai Cipamokolan  jl. Terusan Cikajang sesuai dgn RTH?;k;;;k;Perijinan;pelanggaran IMB;Sungai Cipamokolan Jalan Terusan Cikajang ;-
6,88179E+17;"RT @kecamatan_andir: Rakor tata kelola pasar ciroyom antara Camat,Lurah,koramil,polsek&amp;pengelola pasar. Cc @ridwankamil @nofidiekaputera ht…";;;l;l;Bukan Keluhan;-;-;-
6,88181E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,88181E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,88181E+17;@ridwankamil @infoDISHUB @dishub_jabar @Satpolppbdg @satpol pkl kecil yg jualan di trotoar aja bisa ditertibkan tp kl yg ini malah diamankan;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL;-;-
6,88181E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,88182E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,88182E+17;@DiskominfoBdg @Satpolppbdg pa tolong ditertibkan sdh mulai ada yang jualan di jpo di taman baru di balkot.. https://t.co/HSQZMCNCVi;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL;Taman baru di Balkot;-
6,88183E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,88183E+17;Kalo lagi makan eskrim trus inget mantan sama pacar baru nya.sakit bro @infobandung @infobdg @ridwankamil @ganegani https://t.co/11br8nicsK;;;l;l;Bukan Keluhan;-;-;-
6,88184E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,88189E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,88192E+17;RT @PRFMnews: RT @Alkaryana @ridwankamil halte TMB di depan Stadion Persib (dll) ini jadi tempat tidur pemulung/gelandangan  https://t.co/z…;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";anak jalanan dan gelandangan pengemis;TMB depan Stasiun Persib ;-
6,88192E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 14/1 URC PJU, perbaikan lampu PJU jl Ciwastra https://t.co/k9jl4irz0W;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Ciwastra;-
6,88195E+17;RT @Kec_Sukajadi: Pemberian bantuan utk lansia jompo rw 03  kel cipedes terima kasih @Dinsos_BDG cc @ridwankamil @DiskominfoBdg https://t.c…;;;l;l;Bukan Keluhan;-;-;-
6,88195E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,88195E+17;Pagi Pak @ridwankamil , ijin lapor ada warga Anda, Ibu Nani butuh bantuan di RS Al Ikhsan Baleendah, Kelas 2 No. 14 https://t.co/hleJPmwcZB;k;;;k;Bidang Lainnya;-;-;-
6,88199E+17;Smg bisa terus terjaga PKL dpn SD Uber tdk berjualan lg di dpn SD @ridwankamil @DiskominfoBdg @Satpolppbdg @PemumBdg https://t.co/XVj1zbXwyM;;;l;l;Bukan Keluhan;-;-;-
6,88202E+17;Pak @ridwankamil mohon harga tanah di Bandung dikendalikan biar ttp terjangkau, mungkin bs dg mengendalikan bisnis developer besar;;;l;l;Bukan Keluhan;-;-;-
6,88204E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,88209E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,88209E+17;@Dinsos_BDG di jl.terusan jakarta antapani bandung setiap jam segini tiap hari jadwal untuk beredar meminta2 https://t.co/YeaQEXXebf;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";anak jalanan dan gelandangan pengemis;Jalan Terusan Jakarta Antapani ;-
6,88211E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,88216E+17;Klo dibiarkan akan semakin byk PKL buah yg berjualan dan menimbulkan kemacetan.mohon @Satpolppbdg  via @awie__yang @PRFMnews @ridwankamil;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL;-;-
6,88216E+17;galian jl. Golf raya cisaranten tos mang bulan² teu beres² ngantosan korban tigebrus deui kang @ridwankamil? https://t.co/Ef0MV74yXK;k;;;k;Perhubungan;jalan rusak;Jalan Golf Raya Cisaranten ;-
6,88217E+17;#suaraBDG via @MUNITAMAMUNISA: 😫 dari kemarin prapatan imanuel macet bgt, lampu merahnya mati total, cc: @dishub_kotabdg;k;;;k;Perhubungan;Kemacetan, lampu lalu lintas;perempatan Imanuel ;-
6,88218E+17;RT @budiraharjo23: Klo dibiarkan akan semakin byk PKL buah yg berjualan dan menimbulkan kemacetan.mohon @Satpolppbdg  via @awie__yang @PRFM…;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL;-;-
6,88219E+17;RT @budiraharjo23: Klo dibiarkan akan semakin byk PKL buah yg berjualan dan menimbulkan kemacetan.mohon @Satpolppbdg  via @awie__yang @PRFM…;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL;-;-
6,88227E+17;RT @infobdg: #suaraBDG via @MUNITAMAMUNISA: 😫 dari kemarin prapatan imanuel macet bgt, lampu merahnya mati total, cc: @dishub_kotabdg;k;;;k;Perhubungan;Kemacetan, lampu lalu lintas;perempatan Imanuel ;-
6,88229E+17;"RT @aksirelawanbdg: Weekend Tiba.. 😊 Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";;;l;l;Bukan Keluhan;-;-;-
6,8823E+17;@ridwankamil bapak emil yg terhormat tertibkan oknum penjaga yg menuju bandara husein karna slalu minta ktp ujungnya minta uang...nuhun;k;;;k;Bidang Lainnya;-;Bandara Husein ;-
6,88231E+17;RT @infobdg: #suaraBDG via @MUNITAMAMUNISA: 😫 dari kemarin prapatan imanuel macet bgt, lampu merahnya mati total, cc: @dishub_kotabdg;k;;;k;Perhubungan;Kemacetan, lampu lalu lintas;perempatan Imanuel ;-
6,88235E+17;Pak @ridwankamil  motor itu srudugan dri blkng pgn ke dpn, pengendara yg lain dsuruh geser di lamp.merah pasir koja https://t.co/L2PWHKP7mq;k;;;k;Perhubungan;kecelakaan / pelanggaran lalu lintas;lampu merah Pasir Koja;-
6,88237E+17;@ridwankamil : pak kmha ieu lmpu stopan bnyk yg mati ? d jln supratman sdh bbrp mnggu;k;;;k;Perhubungan;lampu lalu lintas;Jalan Supratman ;beberapa minggu 
6,88239E+17;RT @KCigending: Smg bisa terus terjaga PKL dpn SD Uber tdk berjualan lg di dpn SD @ridwankamil @DiskominfoBdg @Satpolppbdg @PemumBdg https:…;;;l;l;Bukan Keluhan;-;-;-
6,88241E+17;@pdamtirtawening nuhun air sudah mulai mengalir di jl kampus v bbk sari,kircon. saran jika ada penggiliran, mohon di infokan kpd pelanggan.;;;l;l;Bukan Keluhan;-;-;-
6,88243E+17;@Satpolppbdg @ridwankamil prempatan braga belok kiri sebelum jembatan viaduct yg banyak jual velg mobil;;;l;l;Bukan Keluhan;-;-;-
6,88246E+17;@dishub_kotabdg bisa tlg liatin jl. CikajangRaya antapani? Mobil2 byk yg parkir dijalan @infobandung @PRFMnews;k;;;k;Perhubungan;parkir sembarangan;Jalan Cikajang Raya Antapani ;-
6,88246E+17;@IWGinting @relawan_bdg @dishub_kotabdg @ridwankamil @infobdg seharusnya LLAJ punya modul cadangan untuk penggantian. Jgn smp ada korban dl;;;l;l;Bukan Keluhan;-;-;-
6,88247E+17;@batheig @ridwankamil Satpol PP jalan2 dong.... Masa ga tau yg jual ban daerah situ....;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL;-;-
6,88248E+17;@Satpolppbdg nama jln saya kurang paham, sebelum hotel kedaton pak bukan toko, pokoknya dari braga ke kiri sebelum viaduct;;;l;l;Bukan Keluhan;-;-;-
6,88249E+17;@Satpolppbdg @batheig sebelah mana pohon kersen? Deket tiang listrik? Yang ada burung perkutut, cat hijau? Depannya belok kiri?;;;l;l;Bukan Keluhan;-;-;-
6,88249E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @OpieS46 16/1 URC Karees, perbaikan jl Gumuruh https://t.co/FIQRq5Kwyd;;r;;r;Infrastruktur;jalan rusak ;Jalan Gumuruh;-
6,8825E+17;@ridwankamil @dbmpkotabdg hatur nuhun jalan gumuruh yang amblas sudah diperbaiki;;;l;l;Bukan Keluhan;-;-;-
6,88251E+17;"@ridwankamil Pak kmi mrsa Gerah liat dgn polisi yg diam di pertigaan jl. ABC &amp; prmpatan sdirman otista, tiap hari malakin pengguna kndraan.";k;;;k;Kriminalitas;pemalakan;pertigaan Jalan ABC, perempatan Sudirman Otista;-
6,88256E+17;@PRFMnews @Ujungberung_Kec @ridwankamil : kpn penertiban PKL  di sekeliling RSHS ? JLN Pasirkaliki - jln Prof Eijkman - jln Rumah Sakit;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL;Jalan Pasirkaliki-Jalan Prof. Eijkman-Jalan Rumah Sakit;-
6,88257E+17;14.02 @dbmpkotabdg lampu PJU di jalan pasirkoja arah otista masih menyala dan ada panel yang terbuka .;k;;;k;Infrastruktur;lampu penerangan jalan umum;Jalan Pasirkoja arah Otista;-
6,88259E+17;Penertiban PKL Tegallega, Jl. Otista @infobdg @PRFMnews @mazNOT @Satpolppbdg https://t.co/VmBJQIdDCf;;;l;l;Bukan Keluhan;-;-;-
6,88259E+17;RT @SihungBobotoh: Penertiban PKL Tegallega, Jl. Otista @infobdg @PRFMnews @mazNOT @Satpolppbdg https://t.co/VmBJQIdDCf;;;l;l;Bukan Keluhan;-;-;-
6,88264E+17;Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;;;l;l;Bukan Keluhan;-;-;-
6,88265E+17;RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;;;l;l;Bukan Keluhan;-;-;-
6,88266E+17;RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;;;l;l;Bukan Keluhan;-;-;-
6,88266E+17;@infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega;;;l;l;Bukan Keluhan;-;-;-
6,88267E+17;RT @LeonardusYap: Pagi Pak @ridwankamil , ijin lapor ada warga Anda, Ibu Nani butuh bantuan di RS Al Ikhsan Baleendah, Kelas 2 No. 14 https…;k;;;k;Bidang Lainnya;-;-;-
6,88268E+17;Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg… https://t.co/Me352SdgzP #infobdg https://t.co/6cMlvO6b6R;;;l;l;Bukan Keluhan;-;-;-
6,88268E+17;RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;;;l;l;Bukan Keluhan;-;-;-
6,88269E+17;RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;;;l;l;Bukan Keluhan;-;-;-
6,8827E+17;RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;;;l;l;Bukan Keluhan;-;-;-
6,8827E+17;@IWGinting @andriprim @ridwankamil @PRFMnews Kalo angkot Ledeng/UPI gmn Pak. Tiap saat dibiarkan ngetem pdhl bikin macet parah. #lalinbdg;k;;;k;Perhubungan;angkutan umum ugal - ugalan / ngetem;angkot Ledeng-UPI ;-
6,88271E+17;Kalau Angkot 04 yg mangkal di JL. Terusan Buahbatu depan Gd. Infomedia kapan ditertibkan pa? Dibiarin?  https://t.co/gfM5Z9TZYg;k;;;k;Perhubungan;angkutan umum ugal - ugalan / ngetem;Jalan Terusan Buah Batu depan Infomedia;-
6,88273E+17;RT @Satpolppbdg: Penertiban pkl di jl.Otista Tegalega hr ini Sabtu 16/1/2016 cc @ridwankamil @PemkotBandung @DiskominfoBdg @OdedMD https://…;;;l;l;Bukan Keluhan;-;-;-
6,88274E+17;RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;;;l;l;Bukan Keluhan;-;-;-
6,88274E+17;@IWGinting @andriprim @ridwankamil @PRFMnews tolong plz banget kalo weekend lbh sering pak jd ga bikin tambah macet;;;l;l;Bukan Keluhan;-;-;-
6,88276E+17;"@PRFMnews: 14.59 RT #LalinBdg Jl.Maskumambang arah Martanegara macet panjang https://t.co/BGU7Rv0FPN"" @ridwankamil perlu lampu lalin""";k;;;k;Perhubungan;Kemacetan, lampu lalu lintas;Jalan Maskumambang arah Martanegara;-
6,88277E+17;"@PRFMnews: 14.59 #LalinBdg Jl.Maskumambang arah Martanegara macet panjang https://t.co/BGU7Rv0FPN"" @ridwankamil  nahh";k;;;k;Perhubungan;Kemacetan, lampu lalu lintas;Jalan Maskumambang arah Martanegara;-
6,88277E+17;@pdamtirtawening pak knp ya air pdam di antapani tepatnya di jln. Kuningan berbau,kotor n sdkt berbusa? Sdh 2minggu tlgprhtnya @ridwankamil;k;;;k;Pengelolaan Air & Sumber Daya Alam;air keruh / bau;Jalan Kuningan Antapani ;dua minggu 
6,88281E+17;.@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet tp mmbahayakan;k;;;k;Perhubungan;lampu lalu lintas;Jalan Supratman ;-
6,88281E+17;RT @infobandung: .@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet t…;k;;;k;Perhubungan;lampu lalu lintas;Jalan Supratman ;-
6,88281E+17;@pdamtirtawening 00501410195 ini gimana airnya masih kotor dan bau blm ada tindakan, ngocornya juga 2hari sekali https://t.co/HDNZqwxajr;k;;;k;Pengelolaan Air & Sumber Daya Alam;air keruh / bau;-;-
6,88282E+17;RT @infobandung: .@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet t…;k;;;k;Perhubungan;lampu lalu lintas;Jalan Supratman ;-
6,88283E+17;RT @infobandung: .@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet t…;k;;;k;Perhubungan;lampu lalu lintas;Jalan Supratman ;-
6,88284E+17;@ridwankamil @OdedMD @Satpolppbdg  @PRFMnews komunitas manusia silver di pasteur bawah jalan layang semakin banyak https://t.co/b4lipsPEBM;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";manusia silver;Pasteur bawah jalan layang;-
6,88284E+17;RT @Satpolppbdg: Penertiban pkl di jl.Otista Tegalega hr ini Sabtu 16/1/2016 cc @ridwankamil @PemkotBandung @DiskominfoBdg @OdedMD https://…;;;l;l;Bukan Keluhan;-;-;-
6,88285E+17;Assalamualaikum pak @ridwankamil mohon dibantu pak kami di Sukabumi berniat membangun saung buku untuk tempat belajar selain disekolah.;;;l;l;Bukan Keluhan;-;-;-
6,88286E+17;RT @infobandung: .@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet t…;k;;;k;Perhubungan;lampu lalu lintas;Jalan Supratman ;-
6,88287E+17;"@IWGinting @andriprim @ridwankamil @PRFMnews Sy baru lwt Ledeng. Biar gmn macet &amp; petugas banyak tp angkot2 tetap dibiarkan ngetem bkn macet";k;;;k;Perhubungan;Kemacetan, angkutan umum ugal - ugalan / ngetem;Ledeng;-
6,88287E+17;@pdamtirtawening Air nyala hanya 2 jam, air yg ditrima tdk jernih, alamat gerlong tengah 1 no., nopel: 00501410257. https://t.co/4ck81s7BX9;k;;;k;Pengelolaan Air & Sumber Daya Alam;air keruh / bau;Gerlong Tengah 1;-
6,88288E+17;RT @infobandung: .@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet t…;k;;;k;Perhubungan;lampu lalu lintas;Jalan Supratman ;-
6,8829E+17;RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;;;l;l;Bukan Keluhan;-;-;-
